"item","BA S/E DON GOYO 220KV BP2","BA S/E NUEVA PAN DE AZUCAR 220KV BPA","addValue"
"2023-01-29 14","0.00","0.00",""
"2023-01-29 15","0.00","0.00",""
"2023-01-29 16","0.00","0.00",""
"2023-01-29 17","0.00","0.00",""
"2023-01-29 18","0.00","0.00",""
"2023-01-29 19","0.00","0.00",""
"2023-01-29 20","121.72","124.12",""
"2023-01-29 21","298.83","304.74",""
"2023-01-29 22","299.31","305.23",""
"2023-01-29 23","250.52","255.47",""
"2023-01-29 24","201.86","205.86",""
"2023-01-30 01","192.58","194.36",""
"2023-01-30 02","190.85","192.61",""
"2023-01-30 03","183.93","185.63",""
"2023-01-30 04","183.93","185.63",""
"2023-01-30 05","203.79","205.68",""
"2023-01-30 06","265.54","268.00",""
"2023-01-30 07","309.31","312.17",""
"2023-01-30 08","312.98","315.87",""
"2023-01-30 09","143.65","144.52",""
"2023-01-30 10","57.91","58.26",""
"2023-01-30 11","0.00","0.00",""
"2023-01-30 12","0.00","0.00",""
"2023-01-30 13","0.00","0.00",""
"2023-01-30 14","0.00","0.00",""
"2023-01-30 15","0.00","0.00",""
"2023-01-30 16","0.00","0.00",""
"2023-01-30 17","0.00","0.00",""
"2023-01-30 18","0.00","0.00",""
"2023-01-30 19","0.00","0.00",""
"2023-01-30 20","80.39","81.48",""
"2023-01-30 21","224.61","227.67",""
"2023-01-30 22","243.46","246.78",""
"2023-01-30 23","188.90","191.47",""
"2023-01-30 24","183.94","186.44",""
"2023-01-31 01","193.91","194.15",""
"2023-01-31 02","178.63","178.84",""
"2023-01-31 03","189.15","189.39",""
"2023-01-31 04","190.51","190.75",""
"2023-01-31 05","173.53","173.74",""
"2023-01-31 06","173.53","173.74",""
"2023-01-31 07","190.51","190.75",""
"2023-01-31 08","164.24","164.43",""
"2023-01-31 09","118.42","118.96",""
"2023-01-31 10","50.98","51.21",""
"2023-01-31 11","145.59","146.25",""
"2023-01-31 12","28.54","28.67",""
"2023-01-31 13","0.00","0.00",""
"2023-01-31 14","0.00","0.00",""
"2023-01-31 15","0.00","0.00",""
"2023-01-31 16","25.23","25.34",""
"2023-01-31 17","116.42","116.95",""
"2023-01-31 18","89.31","89.72",""
"2023-01-31 19","0.00","0.00",""
"2023-01-31 20","94.65","95.10",""
"2023-01-31 21","274.66","275.96",""
"2023-01-31 22","247.10","248.27",""
"2023-01-31 23","205.47","206.44",""
"2023-01-31 24","235.70","236.82",""
"2023-02-01 01","244.27","244.79",""
"2023-02-01 02","193.37","193.79",""
"2023-02-01 03","169.03","169.38",""
"2023-02-01 04","153.25","153.58",""
"2023-02-01 05","141.20","141.50",""
"2023-02-01 06","137.35","137.64",""
"2023-02-01 07","142.11","142.41",""
"2023-02-01 08","133.85","134.13",""
"2023-02-01 09","93.79","94.93",""
"2023-02-01 10","0.00","0.00",""
"2023-02-01 11","0.00","0.00",""
"2023-02-01 12","0.00","0.00",""
"2023-02-01 13","0.00","0.00",""
"2023-02-01 14","0.00","0.00",""
"2023-02-01 15","0.00","0.00",""
"2023-02-01 16","0.00","0.00",""
"2023-02-01 17","0.00","0.00",""
"2023-02-01 18","0.00","0.00",""
"2023-02-01 19","0.00","0.00",""
"2023-02-01 20","35.71","36.43",""
"2023-02-01 21","151.18","154.23",""
"2023-02-01 22","129.14","131.74",""
"2023-02-01 23","141.84","144.71",""
"2023-02-01 24","150.74","153.78",""
"2023-02-02 01","150.01","151.17",""
"2023-02-02 02","134.98","136.02",""
"2023-02-02 03","134.76","135.80",""
"2023-02-02 04","136.96","138.02",""
"2023-02-02 05","136.96","138.02",""
"2023-02-02 06","136.96","138.02",""
"2023-02-02 07","153.14","154.33",""
"2023-02-02 08","142.31","143.41",""
"2023-02-02 09","74.25","74.58",""
"2023-02-02 10","0.00","0.00",""
"2023-02-02 11","0.00","0.00",""
"2023-02-02 12","0.00","0.00",""
"2023-02-02 13","0.00","0.00",""
"2023-02-02 14","0.00","0.00",""
"2023-02-02 15","0.00","0.00",""
"2023-02-02 16","0.00","0.00",""
"2023-02-02 17","0.00","0.00",""
"2023-02-02 18","0.00","0.00",""
"2023-02-02 19","0.00","0.00",""
"2023-02-02 20","126.02","126.23",""
"2023-02-02 21","185.04","185.34",""
"2023-02-02 22","186.44","186.75",""
"2023-02-02 23","187.83","188.15",""
"2023-02-02 24","187.83","188.15",""
"2023-02-03 01","269.04","269.29",""
"2023-02-03 02","237.95","238.17",""
"2023-02-03 03","192.55","192.74",""
"2023-02-03 04","192.55","192.74",""
"2023-02-03 05","192.55","192.74",""
"2023-02-03 06","192.55","192.74",""
"2023-02-03 07","239.98","240.21",""
"2023-02-03 08","189.96","190.15",""
"2023-02-03 09","104.40","105.38",""
"2023-02-03 10","0.00","0.00",""
"2023-02-03 11","0.00","0.00",""
"2023-02-03 12","0.00","0.00",""
"2023-02-03 13","0.00","0.00",""
"2023-02-03 14","0.00","0.00",""
"2023-02-03 15","0.00","0.00",""
"2023-02-03 16","0.00","0.00",""
"2023-02-03 17","0.00","0.00",""
"2023-02-03 18","0.00","0.00",""
"2023-02-03 19","0.00","0.00",""
"2023-02-03 20","168.43","168.61",""
"2023-02-03 21","263.30","263.59",""
"2023-02-03 22","263.30","263.59",""
"2023-02-03 23","263.30","263.59",""
"2023-02-03 24","263.30","263.59",""
"2023-02-04 01","191.31","191.99",""
"2023-02-04 02","177.09","177.72",""
"2023-02-04 03","162.86","163.44",""
"2023-02-04 04","162.86","163.44",""
"2023-02-04 05","141.75","142.25",""
"2023-02-04 06","136.71","137.20",""
"2023-02-04 07","146.53","147.06",""
"2023-02-04 08","146.39","146.92",""
"2023-02-04 09","66.43","67.25",""
"2023-02-04 10","0.00","0.00",""
"2023-02-04 11","0.00","0.00",""
"2023-02-04 12","0.00","0.00",""
"2023-02-04 13","0.00","0.00",""
"2023-02-04 14","0.00","0.00",""
"2023-02-04 15","0.00","0.00",""
"2023-02-04 16","0.00","0.00",""
"2023-02-04 17","0.00","0.00",""
"2023-02-04 18","0.00","0.00",""
"2023-02-04 19","77.23","77.23",""
"2023-02-04 20","194.84","194.84",""
"2023-02-04 21","263.39","263.39",""
"2023-02-04 22","323.63","323.63",""
"2023-02-04 23","323.63","323.63",""
"2023-02-04 24","323.63","323.63",""
"2023-02-05 01","273.45","273.14",""
"2023-02-05 02","230.44","230.17",""
"2023-02-05 03","189.03","188.81",""
"2023-02-05 04","189.03","188.81",""
"2023-02-05 05","171.91","171.72",""
"2023-02-05 06","168.89","168.70",""
"2023-02-05 07","168.89","168.70",""
"2023-02-05 08","148.17","148.01",""
"2023-02-05 09","71.72","72.19",""
"2023-02-05 10","0.00","0.00",""
"2023-02-05 11","0.00","0.00",""
"2023-02-05 12","0.00","0.00",""
"2023-02-05 13","0.00","0.00",""
"2023-02-05 14","0.00","0.00",""
"2023-02-05 15","0.00","0.00",""
"2023-02-05 16","0.00","0.00",""
"2023-02-05 17","0.00","0.00",""
"2023-02-05 18","0.00","0.00",""
"2023-02-05 19","0.00","0.00",""
"2023-02-05 20","106.31","107.68",""
"2023-02-05 21","178.90","181.20",""
"2023-02-05 22","189.85","192.29",""
"2023-02-05 23","178.90","181.20",""
"2023-02-05 24","178.90","181.20",""
"2023-02-06 01","176.56","177.49",""
"2023-02-06 02","167.02","167.91",""
"2023-02-06 03","167.02","167.91",""
"2023-02-06 04","161.57","162.42",""
"2023-02-06 05","164.38","165.25",""
"2023-02-06 06","167.01","167.90",""
"2023-02-06 07","167.01","167.90",""
"2023-02-06 08","167.01","167.90",""
"2023-02-06 09","115.97","116.71",""
"2023-02-06 10","79.04","79.54",""
"2023-02-06 11","128.49","129.31",""
"2023-02-06 12","93.17","93.76",""
"2023-02-06 13","40.61","40.87",""
"2023-02-06 14","0.00","0.00",""
"2023-02-06 15","0.00","0.00",""
"2023-02-06 16","0.00","0.00",""
"2023-02-06 17","0.00","0.00",""
"2023-02-06 18","0.00","0.00",""
"2023-02-06 19","0.00","0.00",""
"2023-02-06 20","154.25","155.57",""
"2023-02-06 21","273.96","276.30",""
"2023-02-06 22","273.96","276.30",""
"2023-02-06 23","266.43","268.70",""
"2023-02-06 24","201.86","203.58",""
"2023-02-07 01","209.71","211.24",""
"2023-02-07 02","209.71","211.24",""
"2023-02-07 03","180.84","182.16",""
"2023-02-07 04","189.50","190.88",""
"2023-02-07 05","192.80","194.21",""
"2023-02-07 06","203.22","204.71",""
"2023-02-07 07","209.70","211.23",""
"2023-02-07 08","137.96","138.96",""
"2023-02-07 09","93.48","93.78",""
"2023-02-07 10","105.76","106.10",""
"2023-02-07 11","124.96","125.37",""
"2023-02-07 12","83.49","83.77",""
"2023-02-07 13","73.38","73.62",""
"2023-02-07 14","46.47","46.63",""
"2023-02-07 15","0.00","0.00",""
"2023-02-07 16","0.00","0.00",""
"2023-02-07 17","0.00","0.00",""
"2023-02-07 18","0.00","0.00",""
"2023-02-07 19","29.43","29.52",""
"2023-02-07 20","184.25","184.77",""
"2023-02-07 21","248.10","248.79",""
"2023-02-07 22","305.98","306.85",""
"2023-02-07 23","314.82","315.71",""
"2023-02-07 24","314.82","315.71",""
"2023-02-08 01","313.33","314.84",""
"2023-02-08 02","316.39","317.92",""
"2023-02-08 03","302.04","303.51",""
"2023-02-08 04","298.98","300.43",""
"2023-02-08 05","298.98","300.43",""
"2023-02-08 06","298.98","300.43",""
"2023-02-08 07","298.98","300.43",""
"2023-02-08 08","282.77","284.14",""
"2023-02-08 09","181.93","182.68",""
"2023-02-08 10","136.44","137.01",""
"2023-02-08 11","230.27","231.23",""
"2023-02-08 12","227.35","228.30",""
"2023-02-08 13","142.73","143.32",""
"2023-02-08 14","155.81","156.45",""
"2023-02-08 15","221.58","222.51",""
"2023-02-08 16","230.27","231.23",""
"2023-02-08 17","230.27","231.23",""
"2023-02-08 18","230.27","231.23",""
"2023-02-08 19","233.33","233.56",""
"2023-02-08 20","250.11","250.35",""
"2023-02-08 21","300.91","301.20",""
"2023-02-08 22","300.91","301.20",""
"2023-02-08 23","298.31","298.60",""
"2023-02-08 24","194.92","195.10",""
"2023-02-09 01","155.89","155.77",""
"2023-02-09 02","152.20","152.09",""
"2023-02-09 03","149.74","149.63",""
"2023-02-09 04","108.44","108.36",""
"2023-02-09 05","95.87","95.80",""
"2023-02-09 06","147.86","147.74",""
"2023-02-09 07","167.93","167.79",""
"2023-02-09 08","151.92","151.80",""
"2023-02-09 09","117.76","118.45",""
"2023-02-09 10","59.02","59.37",""
"2023-02-09 11","72.98","73.41",""
"2023-02-09 12","72.98","73.41",""
"2023-02-09 13","75.69","76.14",""
"2023-02-09 14","126.71","127.46",""
"2023-02-09 15","164.82","165.79",""
"2023-02-09 16","164.82","165.79",""
"2023-02-09 17","135.24","136.03",""
"2023-02-09 18","97.78","98.36",""
"2023-02-09 19","118.82","119.53",""
"2023-02-09 20","245.70","247.17",""
"2023-02-09 21","319.90","321.81",""
"2023-02-09 22","306.12","307.95",""
"2023-02-09 23","289.33","291.07",""
"2023-02-09 24","289.33","291.07",""
"2023-02-10 01","295.35","295.09",""
"2023-02-10 02","274.16","273.92",""
"2023-02-10 03","168.23","168.08",""
"2023-02-10 04","168.23","168.08",""
"2023-02-10 05","168.23","168.08",""
"2023-02-10 06","168.23","168.08",""
"2023-02-10 07","174.77","174.62",""
"2023-02-10 08","171.28","171.13",""
"2023-02-10 09","97.14","97.71",""
"2023-02-10 10","95.49","96.05",""
"2023-02-10 11","77.35","77.81",""
"2023-02-10 12","77.35","77.81",""
"2023-02-10 13","77.35","77.81",""
"2023-02-10 14","121.45","122.17",""
"2023-02-10 15","158.00","158.94",""
"2023-02-10 16","97.16","97.73",""
"2023-02-10 17","67.28","67.68",""
"2023-02-10 18","63.67","64.04",""
"2023-02-10 19","16.61","16.80",""
"2023-02-10 20","143.68","145.30",""
"2023-02-10 21","286.45","289.67",""
"2023-02-10 22","286.45","289.67",""
"2023-02-10 23","286.45","289.67",""
"2023-02-10 24","271.97","275.03",""
"2023-02-11 01","208.61","209.28",""
"2023-02-11 02","129.52","129.93",""
"2023-02-11 03","135.90","136.33",""
"2023-02-11 04","139.56","140.00",""
"2023-02-11 05","141.06","141.50",""
"2023-02-11 06","148.53","149.00",""
"2023-02-11 07","133.16","133.58",""
"2023-02-11 08","117.78","118.15",""
"2023-02-11 09","58.85","59.36",""
"2023-02-11 10","4.45","4.49",""
"2023-02-11 11","67.67","68.25",""
"2023-02-11 12","73.54","74.18",""
"2023-02-11 13","139.41","140.62",""
"2023-02-11 14","139.41","140.62",""
"2023-02-11 15","138.62","139.82",""
"2023-02-11 16","125.70","126.79",""
"2023-02-11 17","60.02","60.54",""
"2023-02-11 18","53.40","53.87",""
"2023-02-11 19","54.66","55.94",""
"2023-02-11 20","103.82","106.25",""
"2023-02-11 21","169.55","173.52",""
"2023-02-11 22","165.53","169.40",""
"2023-02-11 23","147.60","151.05",""
"2023-02-11 24","147.60","151.05",""
"2023-02-12 01","139.88","141.34",""
"2023-02-12 02","139.88","141.34",""
"2023-02-12 03","139.88","141.34",""
"2023-02-12 04","139.88","141.34",""
"2023-02-12 05","139.88","141.34",""
"2023-02-12 06","139.88","141.34",""
"2023-02-12 07","124.69","126.00",""
"2023-02-12 08","71.06","71.80",""
"2023-02-12 09","46.12","46.56",""
"2023-02-12 10","0.00","0.00",""
"2023-02-12 11","59.81","60.38",""
"2023-02-12 12","72.30","72.99",""
"2023-02-12 13","72.30","72.99",""
"2023-02-12 14","72.30","72.99",""
"2023-02-12 15","72.30","72.99",""
"2023-02-12 16","38.56","38.93",""
"2023-02-12 17","0.00","0.00",""
"2023-02-12 18","0.00","0.00",""
"2023-02-12 19","0.00","0.00",""
"2023-02-12 20","9.09","9.38",""
"2023-02-12 21","77.90","80.43",""
"2023-02-12 22","132.52","136.81",""
"2023-02-12 23","135.18","139.57",""
"2023-02-12 24","88.60","91.48",""
"2023-02-13 01","127.37","130.88",""
"2023-02-13 02","150.11","154.24",""
"2023-02-13 03","144.18","148.16",""
"2023-02-13 04","133.25","136.92",""
"2023-02-13 05","132.03","135.67",""
"2023-02-13 06","132.03","135.67",""
"2023-02-13 07","148.72","152.81",""
"2023-02-13 08","141.37","145.27",""
"2023-02-13 09","88.73","90.88",""
"2023-02-13 10","62.02","63.53",""
"2023-02-13 11","65.36","66.95",""
"2023-02-13 12","75.39","77.22",""
"2023-02-13 13","75.39","77.22",""
"2023-02-13 14","75.39","77.22",""
"2023-02-13 15","98.10","100.48",""
"2023-02-13 16","124.46","127.48",""
"2023-02-13 17","0.00","0.00",""
"2023-02-13 18","0.00","0.00",""
"2023-02-13 19","0.00","0.00",""
"2023-02-13 20","16.52","17.08",""
"2023-02-13 21","144.89","149.76",""
"2023-02-13 22","138.87","143.54",""
"2023-02-13 23","99.24","102.58",""
"2023-02-13 24","74.64","77.15",""
"2023-02-14 01","75.12","76.97",""
"2023-02-14 02","77.79","79.71",""
"2023-02-14 03","75.12","76.97",""
"2023-02-14 04","123.78","126.83",""
"2023-02-14 05","144.08","147.63",""
"2023-02-14 06","100.70","103.18",""
"2023-02-14 07","133.78","137.08",""
"2023-02-14 08","144.08","147.63",""
"2023-02-14 09","114.33","116.35",""
"2023-02-14 10","62.97","64.08",""
"2023-02-14 11","70.04","71.28",""
"2023-02-14 12","75.35","76.68",""
"2023-02-14 13","76.47","77.82",""
"2023-02-14 14","76.47","77.82",""
"2023-02-14 15","102.21","104.01",""
"2023-02-14 16","98.61","100.35",""
"2023-02-14 17","0.00","0.00",""
"2023-02-14 18","0.00","0.00",""
"2023-02-14 19","0.00","0.00",""
"2023-02-14 20","56.30","57.95",""
"2023-02-14 21","140.97","145.12",""
"2023-02-14 22","142.13","146.31",""
"2023-02-14 23","137.00","141.02",""
"2023-02-14 24","143.96","148.19",""
"2023-02-15 01","145.81","148.08",""
"2023-02-15 02","139.28","141.45",""
"2023-02-15 03","145.09","147.35",""
"2023-02-15 04","144.11","146.35",""
"2023-02-15 05","136.82","138.96",""
"2023-02-15 06","142.86","145.08",""
"2023-02-15 07","140.32","142.51",""
"2023-02-15 08","133.79","135.87",""
"2023-02-15 09","83.03","83.42",""
"2023-02-15 10","0.00","0.00",""
"2023-02-15 11","0.00","0.00",""
"2023-02-15 12","0.00","0.00",""
"2023-02-15 13","0.00","0.00",""
"2023-02-15 14","0.00","0.00",""
"2023-02-15 15","0.00","0.00",""
"2023-02-15 16","0.00","0.00",""
"2023-02-15 17","0.00","0.00",""
"2023-02-15 18","0.00","0.00",""
"2023-02-15 19","0.00","0.00",""
"2023-02-15 20","127.88","128.13",""
"2023-02-15 21","165.35","165.67",""
"2023-02-15 22","151.51","151.80",""
"2023-02-15 23","150.56","150.85",""
"2023-02-15 24","149.31","149.60",""
"2023-02-16 01","140.75","141.29",""
"2023-02-16 02","137.99","138.52",""
"2023-02-16 03","133.29","133.81",""
"2023-02-16 04","139.72","140.27",""
"2023-02-16 05","140.43","140.98",""
"2023-02-16 06","140.43","140.98",""
"2023-02-16 07","140.43","140.98",""
"2023-02-16 08","140.43","140.98",""
"2023-02-16 09","110.53","111.10",""
"2023-02-16 10","61.52","61.83",""
"2023-02-16 11","16.96","17.05",""
"2023-02-16 12","0.00","0.00",""
"2023-02-16 13","0.00","0.00",""
"2023-02-16 14","0.00","0.00",""
"2023-02-16 15","0.00","0.00",""
"2023-02-16 16","0.00","0.00",""
"2023-02-16 17","0.00","0.00",""
"2023-02-16 18","0.00","0.00",""
"2023-02-16 19","9.35","9.39",""
"2023-02-16 20","132.06","132.64",""
"2023-02-16 21","199.80","200.66",""
"2023-02-16 22","174.87","175.62",""
"2023-02-16 23","141.07","141.67",""
"2023-02-16 24","141.72","142.33",""
"2023-02-17 01","140.97","141.08",""
"2023-02-17 02","140.97","141.08",""
"2023-02-17 03","154.97","155.09",""
"2023-02-17 04","160.38","160.50",""
"2023-02-17 05","160.38","160.50",""
"2023-02-17 06","160.38","160.50",""
"2023-02-17 07","160.38","160.50",""
"2023-02-17 08","160.38","160.50",""
"2023-02-17 09","121.77","122.31",""
"2023-02-17 10","8.29","8.32",""
"2023-02-17 11","0.00","0.00",""
"2023-02-17 12","0.00","0.00",""
"2023-02-17 13","0.00","0.00",""
"2023-02-17 14","0.00","0.00",""
"2023-02-17 15","0.00","0.00",""
"2023-02-17 16","0.00","0.00",""
"2023-02-17 17","27.93","28.05",""
"2023-02-17 18","73.43","73.76",""
"2023-02-17 19","67.66","67.67",""
"2023-02-17 20","117.07","117.08",""
"2023-02-17 21","155.07","155.09",""
"2023-02-17 22","155.07","155.09",""
"2023-02-17 23","155.07","155.09",""
"2023-02-17 24","155.07","155.09",""
"2023-02-18 01","172.56","172.51",""
"2023-02-18 02","172.56","172.51",""
"2023-02-18 03","172.56","172.51",""
"2023-02-18 04","172.56","172.51",""
"2023-02-18 05","172.56","172.51",""
"2023-02-18 06","172.56","172.51",""
"2023-02-18 07","172.56","172.51",""
"2023-02-18 08","163.92","163.87",""
"2023-02-18 09","94.41","95.02",""
"2023-02-18 10","0.00","0.00",""
"2023-02-18 11","0.00","0.00",""
"2023-02-18 12","0.00","0.00",""
"2023-02-18 13","0.00","0.00",""
"2023-02-18 14","0.00","0.00",""
"2023-02-18 15","0.00","0.00",""
"2023-02-18 16","0.00","0.00",""
"2023-02-18 17","68.22","68.66",""
"2023-02-18 18","70.71","71.17",""
"2023-02-18 19","129.32","129.32",""
"2023-02-18 20","178.14","178.14",""
"2023-02-18 21","178.14","178.14",""
"2023-02-18 22","181.12","181.12",""
"2023-02-18 23","181.91","181.91",""
"2023-02-18 24","178.14","178.14",""
"2023-02-19 01","169.15","169.00",""
"2023-02-19 02","169.15","169.00",""
"2023-02-19 03","169.15","169.00",""
"2023-02-19 04","169.15","169.00",""
"2023-02-19 05","169.15","169.00",""
"2023-02-19 06","169.15","169.00",""
"2023-02-19 07","157.99","157.85",""
"2023-02-19 08","135.65","135.54",""
"2023-02-19 09","28.86","29.16",""
"2023-02-19 10","0.00","0.00",""
"2023-02-19 11","0.00","0.00",""
"2023-02-19 12","0.00","0.00",""
"2023-02-19 13","0.00","0.00",""
"2023-02-19 14","0.00","0.00",""
"2023-02-19 15","0.00","0.00",""
"2023-02-19 16","0.00","0.00",""
"2023-02-19 17","0.00","0.00",""
"2023-02-19 18","0.00","0.00",""
"2023-02-19 19","0.00","0.00",""
"2023-02-19 20","114.94","116.67",""
"2023-02-19 21","166.49","169.00",""
"2023-02-19 22","179.71","182.43",""
"2023-02-19 23","167.06","169.58",""
"2023-02-19 24","160.61","163.03",""
"2023-02-20 01","164.82","165.64",""
"2023-02-20 02","164.82","165.64",""
"2023-02-20 03","164.82","165.64",""
"2023-02-20 04","164.82","165.64",""
"2023-02-20 05","164.82","165.64",""
"2023-02-20 06","164.82","165.64",""
"2023-02-20 07","164.82","165.64",""
"2023-02-20 08","162.17","162.97",""
"2023-02-20 09","80.82","81.70",""
"2023-02-20 10","1.18","1.19",""
"2023-02-20 11","5.88","5.94",""
"2023-02-20 12","72.65","73.44",""
"2023-02-20 13","86.54","87.48",""
"2023-02-20 14","0.00","0.00",""
"2023-02-20 15","0.00","0.00",""
"2023-02-20 16","0.00","0.00",""
"2023-02-20 17","0.00","0.00",""
"2023-02-20 18","0.00","0.00",""
"2023-02-20 19","0.00","0.00",""
"2023-02-20 20","168.27","170.07",""
"2023-02-20 21","315.41","318.78",""
"2023-02-20 22","292.36","295.48",""
"2023-02-20 23","268.53","271.39",""
"2023-02-20 24","179.20","181.11",""
"2023-02-21 01","169.06","169.20",""
"2023-02-21 02","169.06","169.20",""
"2023-02-21 03","169.06","169.20",""
"2023-02-21 04","169.06","169.20",""
"2023-02-21 05","169.06","169.20",""
"2023-02-21 06","169.06","169.20",""
"2023-02-21 07","169.06","169.20",""
"2023-02-21 08","164.40","164.54",""
"2023-02-21 09","108.04","108.35",""
"2023-02-21 10","0.00","0.00",""
"2023-02-21 11","0.00","0.00",""
"2023-02-21 12","3.58","3.59",""
"2023-02-21 13","71.52","71.72",""
"2023-02-21 14","17.88","17.93",""
"2023-02-21 15","0.00","0.00",""
"2023-02-21 16","0.00","0.00",""
"2023-02-21 17","0.00","0.00",""
"2023-02-21 18","0.00","0.00",""
"2023-02-21 19","24.01","23.99",""
"2023-02-21 20","206.94","206.74",""
"2023-02-21 21","282.32","282.04",""
"2023-02-21 22","227.88","227.65",""
"2023-02-21 23","175.67","175.50",""
"2023-02-21 24","194.83","194.64",""
"2023-02-22 01","178.48","178.24",""
"2023-02-22 02","178.48","178.24",""
"2023-02-22 03","178.48","178.24",""
"2023-02-22 04","173.78","173.55",""
"2023-02-22 05","171.43","171.20",""
"2023-02-22 06","173.43","173.19",""
"2023-02-22 07","178.48","178.24",""
"2023-02-22 08","169.52","169.29",""
"2023-02-22 09","94.64","94.86",""
"2023-02-22 10","75.13","75.29",""
"2023-02-22 11","60.61","60.74",""
"2023-02-22 12","56.60","56.72",""
"2023-02-22 13","18.87","18.91",""
"2023-02-22 14","0.00","0.00",""
"2023-02-22 15","0.00","0.00",""
"2023-02-22 16","0.00","0.00",""
"2023-02-22 17","0.00","0.00",""
"2023-02-22 18","0.00","0.00",""
"2023-02-22 19","20.25","20.23",""
"2023-02-22 20","177.05","176.89",""
"2023-02-22 21","177.42","177.26",""
