"item","Pan de Azúcar","BA S/E DON GOYO 220KV BP2","addValue"
"2023-03-29 04","211.75","40.86",""
"2023-03-29 05","211.75","204.29",""
"2023-03-29 06","211.75","204.29",""
"2023-03-29 07","211.75","204.29",""
"2023-03-29 08","211.75","204.29",""
"2023-03-29 09","0.00","0.00",""
"2023-03-29 10","0.00","0.00",""
"2023-03-29 11","0.00","0.00",""
"2023-03-29 12","0.00","0.00",""
"2023-03-29 13","0.00","0.00",""
"2023-03-29 14","0.00","0.00",""
"2023-03-29 15","0.00","0.00",""
"2023-03-29 16","0.00","0.00",""
"2023-03-29 17","0.00","0.00",""
"2023-03-29 18","0.00","0.00",""
"2023-03-29 19","0.00","0.00",""
"2023-03-29 20","136.67","28.17",""
"2023-03-29 21","140.18","0.00",""
"2023-03-29 22","141.95","0.00",""
"2023-03-29 23","147.27","0.00",""
"2023-03-29 24","147.27","0.00",""
"2023-03-30 01","200.86","0.00",""
"2023-03-30 02","186.99","0.00",""
"2023-03-30 03","167.57","0.00",""
"2023-03-30 04","180.33","0.00",""
"2023-03-30 05","200.86","136.12",""
"2023-03-30 06","200.86","194.45",""
"2023-03-30 07","200.86","194.45",""
"2023-03-30 08","200.86","194.45",""
"2023-03-30 09","133.06","132.52",""
"2023-03-30 10","0.00","0.00",""
"2023-03-30 11","0.00","0.00",""
"2023-03-30 12","0.00","0.00",""
"2023-03-30 13","0.00","0.00",""
"2023-03-30 14","0.00","0.00",""
"2023-03-30 15","0.00","0.00",""
"2023-03-30 16","0.00","0.00",""
"2023-03-30 17","0.00","0.00",""
"2023-03-30 18","0.00","0.00",""
"2023-03-30 19","28.69","27.68",""
"2023-03-30 20","172.16","166.06",""
"2023-03-30 21","274.15","264.44",""
"2023-03-30 22","287.47","277.29",""
"2023-03-30 23","275.00","265.26",""
"2023-03-30 24","260.49","251.27",""
"2023-03-31 01","196.62","193.57",""
"2023-03-31 02","163.66","161.12",""
"2023-03-31 03","144.37","142.13",""
"2023-03-31 04","143.19","140.97",""
"2023-03-31 05","140.64","138.46",""
"2023-03-31 06","138.42","136.28",""
"2023-03-31 07","174.36","171.65",""
"2023-03-31 08","196.62","193.57",""
"2023-03-31 09","0.00","0.00",""
"2023-03-31 10","0.00","0.00",""
"2023-03-31 11","0.00","0.00",""
"2023-03-31 12","0.00","0.00",""
"2023-03-31 13","0.00","0.00",""
"2023-03-31 14","0.00","0.00",""
"2023-03-31 15","0.00","0.00",""
"2023-03-31 16","0.00","0.00",""
"2023-03-31 17","0.00","0.00",""
"2023-03-31 18","0.00","0.00",""
"2023-03-31 19","67.69","66.96",""
"2023-03-31 20","303.82","300.53",""
"2023-03-31 21","276.31","273.32",""
"2023-03-31 22","221.03","218.63",""
"2023-03-31 23","196.76","194.63",""
"2023-03-31 24","192.25","190.17",""
"2023-04-01 01","136.31","134.78",""
"2023-04-01 02","144.36","142.74",""
"2023-04-01 03","170.01","168.10",""
"2023-04-01 04","169.49","167.59",""
"2023-04-01 05","153.48","151.75",""
"2023-04-01 06","163.01","161.18",""
"2023-04-01 07","166.91","165.03",""
"2023-04-01 08","144.69","143.06",""
"2023-04-01 09","63.88","63.63",""
"2023-04-01 10","0.00","0.00",""
"2023-04-01 11","0.00","0.00",""
"2023-04-01 12","0.00","0.00",""
"2023-04-01 13","0.00","0.00",""
"2023-04-01 14","0.00","0.00",""
"2023-04-01 15","0.00","0.00",""
"2023-04-01 16","0.00","0.00",""
"2023-04-01 17","0.00","0.00",""
"2023-04-01 18","0.00","0.00",""
"2023-04-01 19","32.15","31.53",""
"2023-04-01 20","168.94","165.71",""
"2023-04-01 21","168.94","165.71",""
"2023-04-01 22","168.94","165.71",""
"2023-04-01 23","168.94","165.71",""
"2023-04-01 24","150.23","147.35",""
"2023-04-02 01","140.95","138.25",""
"2023-04-02 01","147.46","145.96",""
"2023-04-02 02","141.10","139.66",""
"2023-04-02 03","141.10","139.66",""
"2023-04-02 04","140.52","139.09",""
"2023-04-02 05","139.95","138.52",""
"2023-04-02 06","141.10","139.66",""
"2023-04-02 07","141.10","139.66",""
"2023-04-02 08","72.76","72.02",""
"2023-04-02 09","0.00","0.00",""
"2023-04-02 10","0.00","0.00",""
"2023-04-02 11","0.00","0.00",""
"2023-04-02 12","0.00","0.00",""
"2023-04-02 13","0.00","0.00",""
"2023-04-02 14","0.00","0.00",""
"2023-04-02 15","0.00","0.00",""
"2023-04-02 16","0.00","0.00",""
"2023-04-02 17","0.00","0.00",""
"2023-04-02 18","53.48","53.36",""
"2023-04-02 19","173.34","172.66",""
"2023-04-02 20","173.34","172.66",""
"2023-04-02 21","173.34","172.66",""
"2023-04-02 22","143.58","143.02",""
"2023-04-02 23","143.58","143.02",""
"2023-04-02 24","140.13","139.58",""
"2023-04-03 01","135.27","135.06",""
"2023-04-03 02","135.27","135.06",""
"2023-04-03 03","110.73","110.55",""
"2023-04-03 04","143.16","142.94",""
"2023-04-03 05","142.01","141.79",""
"2023-04-03 06","135.37","135.16",""
"2023-04-03 07","170.19","169.93",""
"2023-04-03 08","116.69","116.51",""
"2023-04-03 09","56.93","56.79",""
"2023-04-03 10","116.17","115.87",""
"2023-04-03 11","85.57","85.35",""
"2023-04-03 12","68.94","68.77",""
"2023-04-03 13","17.08","17.03",""
"2023-04-03 14","0.00","0.00",""
"2023-04-03 15","0.00","0.00",""
"2023-04-03 16","0.00","0.00",""
"2023-04-03 17","0.00","0.00",""
"2023-04-03 18","45.38","45.27",""
"2023-04-03 19","157.80","156.47",""
"2023-04-03 20","149.19","147.94",""
"2023-04-03 21","137.29","136.14",""
"2023-04-03 22","138.48","137.32",""
"2023-04-03 23","158.41","157.08",""
"2023-04-03 24","161.52","160.17",""
"2023-04-04 01","140.58","140.05",""
"2023-04-04 02","137.77","137.25",""
"2023-04-04 03","136.57","136.05",""
"2023-04-04 04","134.30","133.79",""
"2023-04-04 05","135.34","134.83",""
"2023-04-04 06","156.74","156.14",""
"2023-04-04 07","172.54","171.89",""
"2023-04-04 08","125.32","124.85",""
"2023-04-04 09","28.56","28.44",""
"2023-04-04 10","0.00","0.00",""
"2023-04-04 11","63.24","63.00",""
"2023-04-04 12","125.19","124.69",""
"2023-04-04 13","129.60","129.09",""
"2023-04-04 14","25.92","25.82",""
"2023-04-04 15","0.00","0.00",""
"2023-04-04 16","0.00","0.00",""
"2023-04-04 17","0.00","0.00",""
"2023-04-04 18","123.49","123.01",""
"2023-04-04 19","294.62","292.11",""
"2023-04-04 20","251.59","249.44",""
"2023-04-04 21","197.68","195.99",""
"2023-04-04 22","279.64","277.25",""
"2023-04-04 23","280.21","277.82",""
"2023-04-04 24","278.49","276.11",""
"2023-04-05 01","280.73","280.06",""
"2023-04-05 02","210.70","210.19",""
"2023-04-05 03","178.42","178.00",""
"2023-04-05 04","183.18","182.74",""
"2023-04-05 05","200.85","200.37",""
"2023-04-05 06","267.86","267.22",""
"2023-04-05 07","317.16","316.40",""
"2023-04-05 08","226.57","226.02",""
"2023-04-05 09","56.99","56.65",""
"2023-04-05 10","75.73","75.28",""
"2023-04-05 11","121.99","121.27",""
"2023-04-05 12","135.20","134.40",""
"2023-04-05 13","128.80","128.04",""
"2023-04-05 14","10.73","10.67",""
"2023-04-05 15","0.00","0.00",""
"2023-04-05 16","0.00","0.00",""
"2023-04-05 17","0.00","0.00",""
"2023-04-05 18","10.73","10.67",""
"2023-04-05 19","182.18","181.81",""
"2023-04-05 20","155.12","154.81",""
"2023-04-05 21","167.36","167.03",""
"2023-04-05 22","159.70","159.39",""
"2023-04-05 23","242.07","241.59",""
"2023-04-05 24","244.10","243.61",""
"2023-04-06 01","217.07","216.77",""
"2023-04-06 02","213.11","212.82",""
"2023-04-06 03","275.50","275.12",""
"2023-04-06 04","229.08","228.77",""
"2023-04-06 05","234.79","234.48",""
"2023-04-06 06","249.45","249.11",""
"2023-04-06 07","288.67","288.27",""
"2023-04-06 08","178.31","178.06",""
"2023-04-06 09","41.67","41.54",""
"2023-04-06 10","70.82","70.59",""
"2023-04-06 11","125.16","124.74",""
"2023-04-06 12","130.48","130.04",""
"2023-04-06 13","39.14","39.01",""
"2023-04-06 14","0.00","0.00",""
"2023-04-06 15","0.00","0.00",""
"2023-04-06 16","0.00","0.00",""
"2023-04-06 17","0.00","0.00",""
"2023-04-06 18","45.93","45.77",""
"2023-04-06 19","171.53","170.73",""
"2023-04-06 20","139.47","138.82",""
"2023-04-06 21","105.87","105.37",""
"2023-04-06 22","115.86","115.31",""
"2023-04-06 23","151.52","150.82",""
"2023-04-06 24","144.78","144.10",""
"2023-04-07 01","128.95","128.55",""
"2023-04-07 02","157.27","156.78",""
"2023-04-07 03","136.39","135.97",""
"2023-04-07 04","136.08","135.66",""
"2023-04-07 05","129.91","129.51",""
"2023-04-07 06","126.84","126.45",""
"2023-04-07 07","131.01","130.60",""
"2023-04-07 08","60.00","59.81",""
"2023-04-07 09","0.00","0.00",""
"2023-04-07 10","0.00","0.00",""
"2023-04-07 11","0.00","0.00",""
"2023-04-07 12","0.00","0.00",""
"2023-04-07 13","0.00","0.00",""
"2023-04-07 14","0.00","0.00",""
"2023-04-07 15","0.00","0.00",""
"2023-04-07 16","0.00","0.00",""
"2023-04-07 17","0.00","0.00",""
"2023-04-07 18","93.17","92.98",""
"2023-04-07 19","169.21","168.41",""
"2023-04-07 20","172.59","171.78",""
"2023-04-07 21","168.17","167.38",""
"2023-04-07 22","168.17","167.38",""
"2023-04-07 23","165.68","164.90",""
"2023-04-07 24","154.27","153.54",""
"2023-04-08 01","168.16","167.41",""
"2023-04-08 02","171.88","171.12",""
"2023-04-08 03","171.88","171.12",""
"2023-04-08 04","166.67","165.93",""
"2023-04-08 05","149.53","148.87",""
"2023-04-08 06","158.37","157.67",""
"2023-04-08 07","145.28","144.64",""
"2023-04-08 08","88.63","88.24",""
"2023-04-08 09","32.68","32.38",""
"2023-04-08 10","85.25","84.46",""
"2023-04-08 11","85.25","84.46",""
"2023-04-08 12","85.25","84.46",""
"2023-04-08 13","85.25","84.46",""
"2023-04-08 14","99.25","98.33",""
"2023-04-08 15","124.95","123.79",""
"2023-04-08 16","123.71","122.56",""
"2023-04-08 17","130.03","128.82",""
"2023-04-08 18","161.98","160.47",""
"2023-04-08 19","199.67","195.18",""
"2023-04-08 20","252.20","246.52",""
"2023-04-08 21","228.26","223.12",""
"2023-04-08 22","166.82","163.06",""
"2023-04-08 23","166.82","163.06",""
"2023-04-08 24","166.82","163.06",""
"2023-04-09 01","176.85","175.84",""
"2023-04-09 02","176.85","175.84",""
"2023-04-09 03","144.35","143.52",""
"2023-04-09 04","150.93","150.06",""
"2023-04-09 05","141.79","140.98",""
"2023-04-09 06","137.94","137.15",""
"2023-04-09 07","133.42","132.65",""
"2023-04-09 08","48.31","48.03",""
"2023-04-09 09","0.00","0.00",""
"2023-04-09 10","0.00","0.00",""
"2023-04-09 11","0.00","0.00",""
"2023-04-09 12","0.00","0.00",""
"2023-04-09 13","0.00","0.00",""
"2023-04-09 14","0.00","0.00",""
"2023-04-09 15","0.00","0.00",""
"2023-04-09 16","0.00","0.00",""
"2023-04-09 17","0.00","0.00",""
"2023-04-09 18","107.51","106.12",""
"2023-04-09 19","204.22","200.25",""
"2023-04-09 20","242.85","238.13",""
"2023-04-09 21","177.65","174.20",""
"2023-04-09 22","154.89","151.88",""
"2023-04-09 23","139.21","136.51",""
"2023-04-09 24","134.30","131.69",""
"2023-04-10 01","140.18","139.55",""
"2023-04-10 02","169.18","168.42",""
"2023-04-10 03","144.86","144.21",""
"2023-04-10 04","138.28","137.65",""
"2023-04-10 05","173.01","172.23",""
"2023-04-10 06","178.51","177.71",""
"2023-04-10 07","178.90","178.10",""
"2023-04-10 08","121.97","121.42",""
"2023-04-10 09","27.52","27.41",""
"2023-04-10 10","94.47","94.07",""
"2023-04-10 11","131.70","131.14",""
"2023-04-10 12","132.57","132.01",""
"2023-04-10 13","124.65","124.12",""
"2023-04-10 14","78.78","78.45",""
"2023-04-10 15","0.00","0.00",""
"2023-04-10 16","0.00","0.00",""
"2023-04-10 17","5.40","5.38",""
"2023-04-10 18","162.00","161.31",""
"2023-04-10 19","224.07","221.72",""
"2023-04-10 20","211.86","209.64",""
"2023-04-10 21","186.93","184.97",""
"2023-04-10 22","199.12","197.03",""
"2023-04-10 23","199.12","197.03",""
"2023-04-10 24","199.12","197.03",""
"2023-04-11 01","202.73","202.51",""
"2023-04-11 02","196.48","196.27",""
"2023-04-11 03","179.30","179.11",""
"2023-04-11 04","204.18","203.96",""
"2023-04-11 05","246.26","245.99",""
"2023-04-11 06","250.76","250.48",""
"2023-04-11 07","265.54","265.25",""
"2023-04-11 08","214.46","214.22",""
"2023-04-11 09","26.26","26.19",""
"2023-04-11 10","0.00","0.00",""
"2023-04-11 11","0.00","0.00",""
"2023-04-11 12","0.00","0.00",""
"2023-04-11 13","0.00","0.00",""
"2023-04-11 14","0.00","0.00",""
"2023-04-11 15","0.00","0.00",""
"2023-04-11 16","0.00","0.00",""
"2023-04-11 17","0.00","0.00",""
"2023-04-11 18","102.18","101.94",""
"2023-04-11 19","190.30","188.65",""
"2023-04-11 20","242.15","240.05",""
"2023-04-11 21","232.86","230.84",""
"2023-04-11 22","179.80","178.25",""
"2023-04-11 23","173.87","172.37",""
"2023-04-11 24","173.87","172.37",""
"2023-04-12 01","179.19","178.47",""
"2023-04-12 02","179.72","178.99",""
"2023-04-12 03","176.56","175.85",""
"2023-04-12 04","174.45","173.75",""
"2023-04-12 05","174.45","173.75",""
"2023-04-12 06","174.92","174.22",""
"2023-04-12 07","179.13","178.41",""
"2023-04-12 08","154.24","153.62",""
"2023-04-12 09","30.88","30.71",""
"2023-04-12 10","0.00","0.00",""
"2023-04-12 11","0.00","0.00",""
"2023-04-12 12","0.00","0.00",""
"2023-04-12 13","0.00","0.00",""
"2023-04-12 14","0.00","0.00",""
"2023-04-12 15","0.00","0.00",""
"2023-04-12 16","0.00","0.00",""
"2023-04-12 17","0.00","0.00",""
"2023-04-12 18","85.41","84.96",""
"2023-04-12 19","184.10","181.18",""
"2023-04-12 20","184.10","181.18",""
"2023-04-12 21","184.10","181.18",""
"2023-04-12 22","184.10","181.18",""
"2023-04-12 23","184.10","181.18",""
"2023-04-12 24","184.10","181.18",""
"2023-04-13 01","178.00","176.48",""
"2023-04-13 02","189.09","187.47",""
"2023-04-13 03","175.12","173.62",""
"2023-04-13 04","170.42","168.97",""
"2023-04-13 05","151.52","150.23",""
"2023-04-13 06","167.51","166.08",""
"2023-04-13 07","173.33","171.85",""
"2023-04-13 08","159.36","158.00",""
"2023-04-13 09","60.06","59.43",""
"2023-04-13 10","0.00","0.00",""
"2023-04-13 11","0.00","0.00",""
"2023-04-13 12","0.00","0.00",""
"2023-04-13 13","0.00","0.00",""
"2023-04-13 14","0.00","0.00",""
"2023-04-13 15","0.00","0.00",""
"2023-04-13 16","0.00","0.00",""
"2023-04-13 17","0.00","0.00",""
"2023-04-13 18","80.38","79.53",""
"2023-04-13 19","171.50","167.43",""
"2023-04-13 20","171.50","167.43",""
"2023-04-13 21","152.88","149.24",""
"2023-04-13 22","145.27","141.82",""
"2023-04-13 23","146.48","143.01",""
"2023-04-13 24","146.48","143.01",""
"2023-04-14 01","170.92","169.18",""
"2023-04-14 02","170.92","169.18",""
"2023-04-14 03","170.92","169.18",""
"2023-04-14 04","170.92","169.18",""
"2023-04-14 05","170.92","169.18",""
"2023-04-14 06","170.92","169.18",""
"2023-04-14 07","170.92","169.18",""
"2023-04-14 08","153.87","152.30",""
"2023-04-14 09","79.67","79.13",""
"2023-04-14 10","134.28","133.37",""
"2023-04-14 11","106.66","105.94",""
"2023-04-14 12","0.00","0.00",""
"2023-04-14 13","0.00","0.00",""
"2023-04-14 14","0.00","0.00",""
"2023-04-14 15","0.00","0.00",""
"2023-04-14 16","0.00","0.00",""
"2023-04-14 17","0.00","0.00",""
"2023-04-14 18","47.47","47.15",""
"2023-04-14 19","177.96","174.30",""
"2023-04-14 20","120.92","118.43",""
"2023-04-14 21","128.00","125.37",""
"2023-04-14 22","128.00","125.37",""
"2023-04-14 23","135.01","132.23",""
"2023-04-14 24","136.76","133.95",""
"2023-04-15 01","133.75","132.42",""
"2023-04-15 02","133.02","131.69",""
"2023-04-15 03","127.37","126.11",""
"2023-04-15 04","129.32","128.03",""
"2023-04-15 05","129.34","128.05",""
"2023-04-15 06","129.34","128.05",""
"2023-04-15 07","123.24","122.01",""
"2023-04-15 08","72.58","71.86",""
"2023-04-15 09","0.00","0.00",""
"2023-04-15 10","0.00","0.00",""
"2023-04-15 11","0.00","0.00",""
"2023-04-15 12","0.00","0.00",""
"2023-04-15 13","0.00","0.00",""
"2023-04-15 14","0.00","0.00",""
"2023-04-15 15","0.00","0.00",""
"2023-04-15 16","0.00","0.00",""
"2023-04-15 17","0.00","0.00",""
"2023-04-15 18","109.69","108.61",""
"2023-04-15 19","143.48","140.16",""
"2023-04-15 20","128.90","125.92",""
"2023-04-15 21","138.01","134.82",""
"2023-04-15 22","142.87","139.56",""
"2023-04-15 23","127.54","124.58",""
"2023-04-15 24","124.37","121.49",""
"2023-04-16 01","124.72","123.12",""
"2023-04-16 02","124.11","122.52",""
"2023-04-16 03","126.18","124.56",""
"2023-04-16 04","126.24","124.62",""
"2023-04-16 05","126.30","124.68",""
"2023-04-16 06","126.11","124.49",""
"2023-04-16 07","124.43","122.84",""
"2023-04-16 08","76.01","75.03",""
"2023-04-16 09","0.00","0.00",""
"2023-04-16 10","0.00","0.00",""
"2023-04-16 11","0.00","0.00",""
"2023-04-16 12","0.00","0.00",""
"2023-04-16 13","0.00","0.00",""
"2023-04-16 14","0.00","0.00",""
"2023-04-16 15","0.00","0.00",""
"2023-04-16 16","0.00","0.00",""
"2023-04-16 17","0.00","0.00",""
"2023-04-16 18","88.39","87.10",""
"2023-04-16 19","157.55","153.23",""
"2023-04-16 20","149.80","145.69",""
"2023-04-16 21","130.79","127.20",""
"2023-04-16 22","145.73","141.74",""
"2023-04-16 23","135.69","131.98",""
"2023-04-16 24","130.83","127.24",""
"2023-04-17 01","132.75","131.07",""
"2023-04-17 02","129.77","128.12",""
"2023-04-17 03","129.72","128.07",""
"2023-04-17 04","131.61","129.94",""
"2023-04-17 05","134.78","133.07",""
"2023-04-17 06","134.78","133.07",""
"2023-04-17 07","154.85","152.88",""
"2023-04-17 08","123.67","122.10",""
"2023-04-17 09","53.84","53.08",""
"2023-04-17 10","0.00","0.00",""
"2023-04-17 11","44.27","43.64",""
"2023-04-17 12","0.00","0.00",""
"2023-04-17 13","0.00","0.00",""
"2023-04-17 14","0.00","0.00",""
"2023-04-17 15","0.00","0.00",""
"2023-04-17 16","0.00","0.00",""
"2023-04-17 17","0.00","0.00",""
"2023-04-17 18","46.85","46.19",""
"2023-04-17 19","129.41","125.51",""
"2023-04-17 20","136.35","132.24",""
"2023-04-17 21","132.34","128.36",""
"2023-04-17 22","141.99","137.71",""
"2023-04-17 23","145.91","141.51",""
"2023-04-17 24","153.19","148.57",""
"2023-04-18 01","167.42","164.24",""
"2023-04-18 02","165.73","162.59",""
"2023-04-18 03","166.78","163.61",""
"2023-04-18 04","167.42","164.24",""
"2023-04-18 05","167.42","164.24",""
"2023-04-18 06","167.42","164.24",""
"2023-04-18 07","167.42","164.24",""
"2023-04-18 08","166.39","163.23",""
"2023-04-18 09","85.80","84.77",""
"2023-04-18 10","53.38","52.74",""
"2023-04-18 11","146.97","145.20",""
"2023-04-18 12","130.34","128.78",""
"2023-04-18 13","79.10","78.15",""
"2023-04-18 14","0.00","0.00",""
"2023-04-18 15","0.00","0.00",""
"2023-04-18 16","0.00","0.00",""
"2023-04-18 17","0.00","0.00",""
"2023-04-18 18","81.62","80.64",""
"2023-04-18 19","137.79","134.25",""
"2023-04-18 20","166.30","162.03",""
"2023-04-18 21","166.62","162.34",""
"2023-04-18 22","166.62","162.34",""
"2023-04-18 23","166.62","162.34",""
"2023-04-18 24","165.29","161.05",""
"2023-04-19 01","181.70","179.83",""
"2023-04-19 02","163.55","161.87",""
"2023-04-19 03","142.87","141.39",""
"2023-04-19 04","142.87","141.39",""
"2023-04-19 05","142.87","141.39",""
"2023-04-19 06","142.87","141.39",""
"2023-04-19 07","161.39","159.72",""
"2023-04-19 08","106.68","105.57",""
"2023-04-19 09","0.00","0.00",""
"2023-04-19 10","0.00","0.00",""
"2023-04-19 11","0.00","0.00",""
"2023-04-19 12","0.00","0.00",""
"2023-04-19 13","0.00","0.00",""
"2023-04-19 14","0.00","0.00",""
"2023-04-19 15","0.00","0.00",""
"2023-04-19 16","0.00","0.00",""
"2023-04-19 17","0.00","0.00",""
"2023-04-19 18","68.05","67.80",""
"2023-04-19 19","165.45","163.55",""
"2023-04-19 20","131.95","130.43",""
"2023-04-19 21","134.07","132.53",""
"2023-04-19 22","134.07","132.53",""
"2023-04-19 23","134.07","132.53",""
"2023-04-19 24","136.48","134.91",""
"2023-04-20 01","148.31","147.93",""
"2023-04-20 02","143.12","142.75",""
"2023-04-20 03","144.59","144.22",""
"2023-04-20 04","165.55","165.13",""
"2023-04-20 05","167.12","166.69",""
"2023-04-20 06","184.44","183.96",""
"2023-04-20 07","194.46","193.96",""
"2023-04-20 08","150.04","149.65",""
"2023-04-20 09","58.38","58.21",""
"2023-04-20 10","0.00","0.00",""
"2023-04-20 11","12.72","12.68",""
"2023-04-20 12","68.72","68.52",""
"2023-04-20 13","0.00","0.00",""
"2023-04-20 14","0.00","0.00",""
"2023-04-20 15","0.00","0.00",""
"2023-04-20 16","0.00","0.00",""
"2023-04-20 17","4.29","4.27",""
"2023-04-20 18","152.87","152.42",""
"2023-04-20 19","189.84","188.10",""
"2023-04-20 20","189.84","188.10",""
"2023-04-20 21","189.84","188.10",""
"2023-04-20 22","189.84","188.10",""
"2023-04-20 23","189.84","188.10",""
"2023-04-20 24","189.84","188.10",""
"2023-04-21 01","185.50","185.16",""
"2023-04-21 02","185.50","185.16",""
"2023-04-21 03","185.50","185.16",""
"2023-04-21 04","185.50","185.16",""
"2023-04-21 05","185.50","185.16",""
"2023-04-21 06","185.50","185.16",""
"2023-04-21 07","185.50","185.16",""
"2023-04-21 08","169.41","169.10",""
"2023-04-21 09","127.98","127.32",""
"2023-04-21 10","90.86","90.39",""
"2023-04-21 11","92.32","91.85",""
"2023-04-21 12","108.49","107.93",""
"2023-04-21 13","106.49","105.95",""
"2023-04-21 14","72.85","72.48",""
"2023-04-21 15","46.43","46.20",""
"2023-04-21 16","11.91","11.85",""
